,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Sport_Rank,Has_Previous_Medal
10660,155,Melanie Louise Banville,F,17.0,158.0,52.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
10661,156,Melanie Louise Banville,F,17.0,158.0,52.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,,14,False
10662,157,Melanie Louise Banville,F,17.0,158.0,52.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
10663,158,Melanie Louise Banville,F,17.0,158.0,52.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,,14,False
10664,159,Melanie Louise Banville,F,17.0,158.0,52.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
10665,160,Melanie Louise Banville,F,17.0,158.0,52.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,,14,False
10942,161,Jade Fernandes Barbosa,F,17.0,151.0,45.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
10943,162,Jade Fernandes Barbosa,F,17.0,151.0,45.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,,14,False
10944,163,Jade Fernandes Barbosa,F,17.0,151.0,45.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
10945,164,Jade Fernandes Barbosa,F,17.0,151.0,45.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Horse Vault,,14,False
10946,165,Jade Fernandes Barbosa,F,17.0,151.0,45.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
10947,166,Jade Fernandes Barbosa,F,17.0,151.0,45.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,,14,False
10948,167,Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
10949,168,Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,,14,False
10950,169,Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
10951,170,Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
10952,171,Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
11349,172,Alejandro Barrenechea Jayo,M,24.0,164.0,67.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
11350,173,Alejandro Barrenechea Jayo,M,24.0,164.0,67.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,,14,False
11351,174,Alejandro Barrenechea Jayo,M,24.0,164.0,67.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
11352,175,Alejandro Barrenechea Jayo,M,24.0,164.0,67.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,,14,False
11353,176,Alejandro Barrenechea Jayo,M,24.0,164.0,67.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
11354,177,Alejandro Barrenechea Jayo,M,24.0,164.0,67.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
11355,178,Alejandro Barrenechea Jayo,M,24.0,164.0,67.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,,14,False
11356,179,Alejandro Barrenechea Jayo,M,24.0,164.0,67.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
11357,180,Alejandro Barrenechea Jayo,M,28.0,164.0,67.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
11358,181,Alejandro Barrenechea Jayo,M,28.0,164.0,67.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,,14,False
11359,182,Alejandro Barrenechea Jayo,M,28.0,164.0,67.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
11360,183,Alejandro Barrenechea Jayo,M,28.0,164.0,67.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,,14,False
11361,184,Alejandro Barrenechea Jayo,M,28.0,164.0,67.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
11362,185,Alejandro Barrenechea Jayo,M,28.0,164.0,67.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
11363,186,Alejandro Barrenechea Jayo,M,28.0,164.0,67.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,,14,False
11364,187,Alejandro Barrenechea Jayo,M,28.0,164.0,67.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
11412,188,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
11413,189,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,,14,False
11414,190,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
11415,191,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
11416,192,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
11417,193,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
11418,194,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
12035,195,Cristian Ioan Bag,M,24.0,171.0,62.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,14,False
12036,196,Cristian Ioan Bag,M,24.0,171.0,62.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
12037,197,Cristian Ioan Bag,M,24.0,171.0,62.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
12038,198,Cristian Ioan Bag,M,24.0,171.0,62.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
12419,199,Christian Baumann,M,21.0,163.0,60.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,,14,False
12420,200,Christian Baumann,M,21.0,163.0,60.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
12421,201,Christian Baumann,M,21.0,163.0,60.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
12422,202,Christian Baumann,M,21.0,163.0,60.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
12423,203,Christian Baumann,M,21.0,163.0,60.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
12890,204,Julie Beaulieu,F,17.0,155.0,48.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
12891,205,Julie Beaulieu,F,17.0,155.0,48.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,,14,False
12892,206,Julie Beaulieu,F,17.0,155.0,48.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
12893,207,Julie Beaulieu,F,17.0,155.0,48.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,,14,False
12894,208,Julie Beaulieu,F,17.0,155.0,48.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
12895,209,Julie Beaulieu,F,17.0,155.0,48.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,,14,False
13421,210,Kieran Philip Behan,M,23.0,163.0,65.0,Ireland,IRL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
13422,211,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
13423,212,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
13424,213,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
13425,214,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
13426,215,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
13427,216,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
13698,217,Teja Belak,F,22.0,157.0,48.0,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,,14,False
13951,218,Rose-Eliandre Bellemare,F,18.0,158.0,38.0,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
13952,219,Rose-Eliandre Bellemare,F,18.0,158.0,38.0,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,,14,False
13953,220,Rose-Eliandre Bellemare,F,18.0,158.0,38.0,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
13954,221,Rose-Eliandre Bellemare,F,18.0,158.0,38.0,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
14211,222,David Sagitovich Belyavsky,M,20.0,165.0,55.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
14212,223,David Sagitovich Belyavsky,M,20.0,165.0,55.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,14,False
14213,224,David Sagitovich Belyavsky,M,20.0,165.0,55.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
14214,225,David Sagitovich Belyavsky,M,20.0,165.0,55.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
14215,226,David Sagitovich Belyavsky,M,20.0,165.0,55.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
14216,227,David Sagitovich Belyavsky,M,20.0,165.0,55.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
14217,228,David Sagitovich Belyavsky,M,20.0,165.0,55.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
14218,229,David Sagitovich Belyavsky,M,24.0,165.0,55.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
14219,230,David Sagitovich Belyavsky,M,24.0,165.0,55.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver,14,False
14220,231,David Sagitovich Belyavsky,M,24.0,165.0,55.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
14221,232,David Sagitovich Belyavsky,M,24.0,165.0,55.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,14,False
14222,233,David Sagitovich Belyavsky,M,24.0,165.0,55.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
14223,234,David Sagitovich Belyavsky,M,24.0,165.0,55.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
14224,235,David Sagitovich Belyavsky,M,24.0,165.0,55.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
14773,236,Francesca Benolli,F,18.0,163.0,53.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
14774,237,Francesca Benolli,F,18.0,163.0,53.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,,14,False
14775,238,Francesca Benolli,F,18.0,163.0,53.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
14776,239,Francesca Benolli,F,18.0,163.0,53.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
14777,240,Francesca Benolli,F,18.0,163.0,53.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,,14,False
14845,241,Pierre-Yves Bny,M,21.0,165.0,60.0,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
14846,242,Pierre-Yves Bny,M,21.0,165.0,60.0,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,,14,False
14847,243,Pierre-Yves Bny,M,21.0,165.0,60.0,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
14848,244,Pierre-Yves Bny,M,21.0,165.0,60.0,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,,14,False
14849,245,Pierre-Yves Bny,M,21.0,165.0,60.0,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,,14,False
14850,246,Pierre-Yves Bny,M,21.0,165.0,60.0,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
14851,247,Pierre-Yves Bny,M,29.0,165.0,60.0,France,FRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,14,False
14852,248,Pierre-Yves Bny,M,29.0,165.0,60.0,France,FRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
14853,249,Pierre-Yves Bny,M,29.0,165.0,60.0,France,FRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
14854,250,Pierre-Yves Bny,M,29.0,165.0,60.0,France,FRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
14855,251,Pierre-Yves Bny,M,29.0,165.0,60.0,France,FRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
14912,252,Marius Daniel Berbecar,M,27.0,166.0,58.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,14,False
14913,253,Marius Daniel Berbecar,M,27.0,166.0,58.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
14914,254,Marius Daniel Berbecar,M,27.0,166.0,58.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
14915,255,Marius Daniel Berbecar,M,27.0,166.0,58.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
14916,256,Marius Daniel Berbecar,M,27.0,166.0,58.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
15022,257,Oleksandr Mykolaiovych Beresh,M,22.0,171.0,64.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,14,False
15023,258,Oleksandr Mykolaiovych Beresh,M,22.0,171.0,64.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Silver,14,False
15024,259,Oleksandr Mykolaiovych Beresh,M,22.0,171.0,64.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
15025,260,Oleksandr Mykolaiovych Beresh,M,22.0,171.0,64.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,,14,False
15026,261,Oleksandr Mykolaiovych Beresh,M,22.0,171.0,64.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
15027,262,Oleksandr Mykolaiovych Beresh,M,22.0,171.0,64.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
15028,263,Oleksandr Mykolaiovych Beresh,M,22.0,171.0,64.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,,14,False
15029,264,Oleksandr Mykolaiovych Beresh,M,22.0,171.0,64.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
15120,265,Monica Roberta Bergamelli,F,16.0,152.0,44.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
15121,266,Monica Roberta Bergamelli,F,16.0,152.0,44.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,,14,False
15122,267,Monica Roberta Bergamelli,F,16.0,152.0,44.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
15123,268,Monica Roberta Bergamelli,F,16.0,152.0,44.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,,14,False
15124,269,Monica Roberta Bergamelli,F,16.0,152.0,44.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
15125,270,Monica Roberta Bergamelli,F,16.0,152.0,44.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,,14,False
15126,271,Monica Roberta Bergamelli,F,20.0,152.0,44.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
15127,272,Monica Roberta Bergamelli,F,20.0,152.0,44.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
15128,273,Monica Roberta Bergamelli,F,20.0,152.0,44.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,,14,False
15129,274,Monica Roberta Bergamelli,F,20.0,152.0,44.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
15130,275,Monica Roberta Bergamelli,F,20.0,152.0,44.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,,14,False
15131,276,Monica Roberta Bergamelli,F,24.0,152.0,44.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
15132,277,Monica Roberta Bergamelli,F,24.0,152.0,44.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,,14,False
15133,278,Monica Roberta Bergamelli,F,24.0,152.0,44.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,,14,False
15186,279,Janine Berger,F,16.0,163.0,52.0,Germany,GER,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,,14,False
15187,280,Janine Berger,F,16.0,163.0,52.0,Germany,GER,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
15188,281,Janine Berger,F,16.0,163.0,52.0,Germany,GER,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Horse Vault,,14,False
15189,282,Janine Berger,F,16.0,163.0,52.0,Germany,GER,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
15386,283,Krisztin Berki,M,27.0,178.0,70.0,Hungary,HUN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,14,False
15999,284,Brinn John Bevan,M,19.0,165.0,62.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
16000,285,Brinn John Bevan,M,19.0,165.0,62.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,,14,False
16001,286,Brinn John Bevan,M,19.0,165.0,62.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
16002,287,Brinn John Bevan,M,19.0,165.0,62.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
16003,288,Brinn John Bevan,M,19.0,165.0,62.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
16004,289,Brinn John Bevan,M,19.0,165.0,62.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
16005,290,Brinn John Bevan,M,19.0,165.0,62.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
16101,291,Filipe Ruben Mendona Bezugo,M,23.0,164.0,61.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
16102,292,Filipe Ruben Mendona Bezugo,M,23.0,164.0,61.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
16103,293,Filipe Ruben Mendona Bezugo,M,23.0,164.0,61.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,,14,False
16104,294,Filipe Ruben Mendona Bezugo,M,23.0,164.0,61.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
16105,295,Filipe Ruben Mendona Bezugo,M,23.0,164.0,61.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
16106,296,Filipe Ruben Mendona Bezugo,M,23.0,164.0,61.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,,14,False
16107,297,Filipe Ruben Mendona Bezugo,M,23.0,164.0,61.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
16127,298,Mohini Bhardwaj (-Barry),F,25.0,147.0,43.0,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
16128,299,Mohini Bhardwaj (-Barry),F,25.0,147.0,43.0,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver,14,False
16129,300,Mohini Bhardwaj (-Barry),F,25.0,147.0,43.0,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
16130,301,Mohini Bhardwaj (-Barry),F,25.0,147.0,43.0,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,,14,False
16131,302,Mohini Bhardwaj (-Barry),F,25.0,147.0,43.0,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
